gene_symbol,organism_abbreviation,primary_FBgn,secondary_FBgn,annotation_ID,secondary_annotation_IDs
mim,Dmel,FBgn0053558,"FBgn0025255,FBgn0033118,FBgn0053352",CG33558,"CG33352,CG9469"
CG1371,Dmel,FBgn0033482,,CG1371,
feo,Dmel,FBgn0030241,FBgn0001477,CG11207,
Meics,Dmel,FBgn0025874,,CG8474,
CG13738,Dmel,FBgn0036390,FBgn0062986,CG13738,
CG2064,Dmel,FBgn0033205,FBgn0046213,CG2064,
opa,Dmel,FBgn0003002,,CG1133,
cort,Dmel,FBgn0000351,FBgn0031847,CG11330,
CG31064,Dmel,FBgn0051064,"FBgn0039496,FBgn0039497",CG31064,"CG6001,CG14261"
CG3448,Dmel,FBgn0035996,,CG3448,
Bet3,Dmel,FBgn0260859,"FBgn0035992,FBgn0045027",CG3911,
Rpn13R,Dmel,FBgn0029745,,CG6789,
CG13376,Dmel,FBgn0029518,,CG13376,
CG12828,Dmel,FBgn0033145,,CG12828,
lolal,Dmel,FBgn0022238,"FBgn0025189,FBgn0034306,FBgn0043381,FBgn0046417",CG5738,
Amun,Dmel,FBgn0030328,"FBgn0043369,FBgn0066859,FBgn0066860,FBgn0066861",CG2446,
CG14227,Dmel,FBgn0031058,,CG14227,
pn,Dmel,FBgn0003116,,CG3461,
CRMP,Dmel,FBgn0023023,"FBgn0027906,FBgn0062660",CG1411,
CG1602,Dmel,FBgn0033186,,CG1602,
CG9853,Dmel,FBgn0086605,"FBgn0037243,FBgn0084030,FBgn0046267",CG9853,CG41469
CG16786,Dmel,FBgn0034974,,CG16786,
CG13438,Dmel,FBgn0034545,,CG13438,
Rbp1,Dmel,FBgn0260944,"FBgn0010252,FBgn0010254",CG17136,
wrapper,Dmel,FBgn0025878,,CG10382,
Fili,Dmel,FBgn0085397,"FBgn0034669,FBgn0034668",CG34368,"CG4054,CG13487,CG4045"
ago,Dmel,FBgn0041171,"FBgn0035516,FBgn0062079",CG15010,
CG3770,Dmel,FBgn0035085,,CG3770,
CG43336,Dmel,FBgn0263041,FBgn0038351,CG43336,CG5302
CG7766,Dmel,FBgn0030087,,CG7766,
dnk,Dmel,FBgn0022338,,CG5452,
CG45487,Dmel,FBgn0267043,,CG45487,
CG34289,Dmel,FBgn0085318,,CG34289,
CG13506,Dmel,FBgn0034723,,CG13506,
CG17777,Dmel,FBgn0040900,,CG17777,
CG9570,Dmel,FBgn0031085,,CG9570,
ImpL2,Dmel,FBgn0001257,,CG15009,
CG14820,Dmel,FBgn0035718,,CG14820,
Mct1,Dmel,FBgn0023549,,CG3456,
VhaM9.7-a,Dmel,FBgn0035521,,CG1268,
Sfp38D,Dmel,FBgn0261058,,CG42606,
noi,Dmel,FBgn0014366,FBgn0011357,CG2925,
CG15211,Dmel,FBgn0030234,,CG15211,
CG45087,Dmel,FBgn0266488,,CG45087,
Nf-YA,Dmel,FBgn0035993,,CG3891,
CG1273,Dmel,FBgn0035522,,CG1273,
CG4025,Dmel,FBgn0025624,FBgn0044709,CG4025,
CYLD,Dmel,FBgn0032210,,CG5603,
CG34331,Dmel,FBgn0085360,,CG34331,
CG33666,Dmel,FBgn0053666,,CG33666,
CG33665,Dmel,FBgn0053665,,CG33665,
CG2608,Dmel,FBgn0032870,,CG2608,
Prat2,Dmel,FBgn0041194,FBgn0035717,CG10078,
Unc-76,Dmel,FBgn0040395,"FBgn0026690,FBgn0027210,FBgn0027224,FBgn0028355,FBgn0029063,FBgn0029598,FBgn0042171,FBgn0047315",CG3981,CG18851
Mat1,Dmel,FBgn0024956,,CG7614,
CG15322,Dmel,FBgn0031088,,CG15322,
Phb2,Dmel,FBgn0010551,"FBgn0034395,FBgn0062207,FBgn0067804",CG15081,
CG30291,Dmel,FBgn0050291,FBgn0034571,CG30291,CG3282
CG11327,Dmel,FBgn0031849,,CG11327,
CG43968,Dmel,FBgn0264699,,CG43968,
Mcm5,Dmel,FBgn0017577,,CG4082,
Cyp6a14,Dmel,FBgn0033302,,CG8687,CR8687
Pbgs,Dmel,FBgn0036271,,CG10335,
Rbpn-5,Dmel,FBgn0034585,,CG4030,
dx,Dmel,FBgn0000524,FBgn0026856,CG3929,
CG3107,Dmel,FBgn0033005,,CG3107,
CG18810,Dmel,FBgn0042133,,CG18810,
tkv,Dmel,FBgn0003716,FBgn0010572,CG14026,
metl,Dmel,FBgn0035247,FBgn0027767,CG13929,
RpS17,Dmel,FBgn0005533,"FBgn0002217,FBgn0002615,FBgn0025290,FBgn0064883",CG3922,
CG13442,Dmel,FBgn0034546,,CG13442,
Vha68-1,Dmel,FBgn0265262,"FBgn0013354,FBgn0013355,FBgn0020368",CG12403,
Irk1,Dmel,FBgn0265042,"FBgn0039060,FBgn0039061",CG44159,"CG13836,CG6747"
CG13004,Dmel,FBgn0030797,,CG13004,
fs(1)K10,Dmel,FBgn0000810,FBgn0029607,CG3218,
Liprin-gamma,Dmel,FBgn0034720,,CG11206,
CG3528,Dmel,FBgn0031430,,CG3528,
CG16772,Dmel,FBgn0032835,FBgn0044789,CG16772,
CG2611,Dmel,FBgn0032871,,CG2611,
CG14687,Dmel,FBgn0037835,FBgn0062973,CG14687,
CG31226,Dmel,FBgn0051226,"FBgn0045296,FBgn0047329",CG31226,
CG42688,Dmel,FBgn0265263,"FBgn0261578,FBgn0066992",CG42688,
CG8051,Dmel,FBgn0031012,FBgn0065991,CG8051,
CG18258,Dmel,FBgn0265267,"FBgn0030827,FBgn0066947",CG18258,
CG32727,Dmel,FBgn0265265,"FBgn0052727,FBgn0066957",CG32727,
CG17097,Dmel,FBgn0265264,"FBgn0032275,FBgn0066980",CG17097,
CG13639,Dmel,FBgn0265266,"FBgn0039236,FBgn0066953",CG13639,
CG2614,Dmel,FBgn0032873,,CG2614,
CG32373,Dmel,FBgn0052373,FBgn0047069,CG32373,
CG15446,Dmel,FBgn0031155,,CG15446,
CG3091,Dmel,FBgn0029608,,CG3091,
CG3776,Dmel,FBgn0035088,FBgn0022215,CG3776,
CG15425,Dmel,FBgn0265269,"FBgn0031591,FBgn0066942",CG15425,
CG14717,Dmel,FBgn0265271,"FBgn0037938,FBgn0066872",CG14717,
jim,Dmel,FBgn0027339,"FBgn0016051,FBgn0024201,FBgn0037192,FBgn0064775",CG11352,
CG4955,Dmel,FBgn0030814,FBgn0044528,CG4955,
Hf,Dmel,FBgn0014000,FBgn0032837,CG10658,
exu,Dmel,FBgn0000615,,CG8994,
Klp67A,Dmel,FBgn0004379,"FBgn0044647,FBgn0046473,FBgn0060914",CG10923,
Hand,Dmel,FBgn0032209,,CG18144,
nonC,Dmel,FBgn0263968,"FBgn0002959,FBgn0052743,FBgn0024193,FBgn0026002,FBgn0029908,FBgn0029910,FBgn0046599",CG32743,"CG4555,CG4549"
CG32365,Dmel,FBgn0052365,"FBgn0035821,FBgn0035822,FBgn0040835",CG32365,"CG13683,CG8294,CG13682"
CG2926,Dmel,FBgn0037344,,CG2926,
CG43867,Dmel,FBgn0264449,"FBgn0259100,FBgn0025623,FBgn0029537,FBgn0025622,FBgn0029538",CG43867,"CG12467,CG14633,CG42248,CG14632"
CG7785,Dmel,FBgn0038564,,CG7785,
Art1,Dmel,FBgn0037834,,CG6554,
CG43184,Dmel,FBgn0262813,,CG43184,
CG43312,Dmel,FBgn0263004,,CG43312,
CG43330,Dmel,FBgn0263035,FBgn0037168,CG43330,CG12377
CG14803,Dmel,FBgn0023513,,CG14803,
l(3)neo38,Dmel,FBgn0265276,"FBgn0086910,FBgn0037947,FBgn0011471,FBgn0051364,FBgn0062876,FBgn0037948,FBgn0022340",CG6930,"CG31364,CG14725"
dgt3,Dmel,FBgn0034569,,CG3221,
gig,Dmel,FBgn0005198,,CG6975,
CG4558,Dmel,FBgn0029914,,CG4558,
Nup160,Dmel,FBgn0262647,"FBgn0065273,FBgn0260937,FBgn0250730,FBgn0032347",CG4738,
mRpL37,Dmel,FBgn0261380,"FBgn0037833,FBgn0261355",CG42632,CG6547
stnB,Dmel,FBgn0016975,"FBgn0003533,FBgn0058306,FBgn0063778",CG12473,CG40306
CheB42c,Dmel,FBgn0066292,"FBgn0033119,FBgn0053350",CG33350,CG15241
CG43331,Dmel,FBgn0263036,FBgn0037168,CG43331,CG12377
CG8945,Dmel,FBgn0030815,,CG8945,
CG8111,Dmel,FBgn0035825,,CG8111,
CG15484,Dmel,FBgn0032452,,CG15484,
CG2931,Dmel,FBgn0037342,,CG2931,
CrebA,Dmel,FBgn0004396,"FBgn0004848,FBgn0010804,FBgn0041115,FBgn0062892",CG7450,
CG45089,Dmel,FBgn0266490,,CG45089,
CG43221,Dmel,FBgn0262857,,CG43221,
CG15423,Dmel,FBgn0031580,,CG15423,
CG14671,Dmel,FBgn0037340,,CG14671,
CG2818,Dmel,FBgn0031566,,CG2818,
Rcd5,Dmel,FBgn0263832,"FBgn0011495,FBgn0035489",CG1135,
Fem-1,Dmel,FBgn0034542,,CG9025,
CG2617,Dmel,FBgn0032877,,CG2617,
CheB42b,Dmel,FBgn0066293,"FBgn0033119,FBgn0053351",CG33351,CG15241
CG15203,Dmel,FBgn0030261,,CG15203,
CG3829,Dmel,FBgn0035091,,CG3829,
CG14380,Dmel,FBgn0038124,,CG14380,
CG1136,Dmel,FBgn0035490,,CG1136,
Pi4KIIalpha,Dmel,FBgn0037339,,CG2929,
CG18869,Dmel,FBgn0042179,"FBgn0044780,FBgn0045873",CG18869,
Chi,Dmel,FBgn0013764,"FBgn0020536,FBgn0024338",CG3924,
pbl,Dmel,FBgn0003041,"FBgn0010935,FBgn0046405,FBgn0046407",CG8114,
CG15533,Dmel,FBgn0039768,,CG15533,
CG42814,Dmel,FBgn0261996,"FBgn0051063,FBgn0039496",CG42814,"CG31063,CG6001"
Osi23,Dmel,FBgn0039771,,CG15538,
CG16799,Dmel,FBgn0034538,,CG16799,
Lsp2,Dmel,FBgn0002565,FBgn0036251,CG6806,CG11538
Dpck,Dmel,FBgn0037469,,CG1939,
Shaw,Dmel,FBgn0003386,FBgn0040710,CG2822,CG15419
Gmap,Dmel,FBgn0027287,"FBgn0030649,FBgn0030650,FBgn0052587",CG33206,"CG7821,CG6350,CG32587"
qkr54B,Dmel,FBgn0022987,FBgn0025570,CG4816,
CG15537,Dmel,FBgn0039770,,CG15537,
fln,Dmel,FBgn0005633,FBgn0010036,CG7445,
Rab3,Dmel,FBgn0005586,,CG7576,
CG14556,Dmel,FBgn0039413,,CG14556,
FucT6,Dmel,FBgn0030327,FBgn0025708,CG2448,
CG16903,Dmel,FBgn0040394,"FBgn0029597,FBgn0066825",CG16903,
CG17217,Dmel,FBgn0032419,,CG17217,
CG42319,Dmel,FBgn0259219,"FBgn0033822,FBgn0033823",CG42319,"CG17042,CG17041"
Taf4,Dmel,FBgn0010280,"FBgn0005542,FBgn0010419,FBgn0013958",CG5444,
zip,Dmel,FBgn0265434,"FBgn0005634,FBgn0002742,FBgn0004415,FBgn0010524,FBgn0044594,FBgn0026658",CG15792,
Prosbeta5,Dmel,FBgn0029134,"FBgn0033553,FBgn0062234",CG12323,
sel,Dmel,FBgn0263260,"FBgn0069083,FBgn0033477",CG12918,
CG43645,Dmel,FBgn0263654,,CG43645,
CR41440,Dmel,FBgn0084049,FBgn0058287,CR41440,CG40287
CG42583,Dmel,FBgn0260873,,CG42583,
crok,Dmel,FBgn0032421,FBgn0047066,CG17218,
Gas8,Dmel,FBgn0029667,,CG14271,
CG31523,Dmel,FBgn0051523,FBgn0037253,CG31523,CG9798
bin,Dmel,FBgn0045759,"FBgn0015501,FBgn0035728",CG18647,
CG1316,Dmel,FBgn0035526,,CG1316,
Rgl,Dmel,FBgn0026376,FBgn0036385,CG8865,
fd19B,Dmel,FBgn0031086,,CG9571,
CG43397,Dmel,FBgn0263271,,CG43397,
Cen,Dmel,FBgn0032876,,CG1962,
Hr38,Dmel,FBgn0014859,FBgn0010510,CG1864,
CG2218,Dmel,FBgn0039767,,CG2218,
Galphai,Dmel,FBgn0001104,,CG10060,
beat-IIIa,Dmel,FBgn0265607,"FBgn0032627,FBgn0261815",CG12621,CG42757
CG10089,Dmel,FBgn0036369,,CG10089,
CG43335,Dmel,FBgn0263040,FBgn0038351,CG43335,CG5302
CG14427,Dmel,FBgn0029931,,CG14427,
Nhe3,Dmel,FBgn0028703,,CG11328,
CG42571,Dmel,FBgn0260777,,CG42571,
yellow-g,Dmel,FBgn0041709,FBgn0035327,CG5717,
CG43168,Dmel,FBgn0262787,,CG43168,
CG2003,Dmel,FBgn0039886,,CG2003,
CG42581,Dmel,FBgn0260871,,CG42581,
CG10581,Dmel,FBgn0037046,,CG10581,
CG10584,Dmel,FBgn0037045,FBgn0061727,CG10584,
CG9970,Dmel,FBgn0035380,,CG9970,
Tis11,Dmel,FBgn0011837,"FBgn0063277,FBgn0027302",CG4070,
Hexo1,Dmel,FBgn0041630,FBgn0035527,CG1318,
toy,Dmel,FBgn0019650,FBgn0004523,CG11186,
Faa,Dmel,FBgn0016013,FBgn0035494,CG14993,
Mur18B,Dmel,FBgn0030999,FBgn0044762,CG7874,
Gs2,Dmel,FBgn0001145,,CG1743,
CG31678,Dmel,FBgn0051678,"FBgn0032874,FBgn0032875",CG31678,"CG17466,CG17465"
SNF4Agamma,Dmel,FBgn0264357,"FBgn0025803,FBgn0038864,FBgn0043354,FBgn0061867,FBgn0062083,FBgn0063797,FBgn0028227,FBgn0028205",CG17299,CG5806
TfIIS,Dmel,FBgn0010422,"FBgn0000474,FBgn0001982",CG3710,
EcR,Dmel,FBgn0000546,"FBgn0011242,FBgn0021762,FBgn0033064,FBgn0062534",CG1765,CG8347
CG13300,Dmel,FBgn0035699,,CG13300,
CG4360,Dmel,FBgn0038787,,CG4360,
CG1909,Dmel,FBgn0039911,,CG1909,
Vinc,Dmel,FBgn0004397,"FBgn0015840,FBgn0024918",CG3299,
onecut,Dmel,FBgn0028996,FBgn0039913,CG1922,
Slip1,Dmel,FBgn0024728,FBgn0039919,CG1783,
Rpn7,Dmel,FBgn0028688,"FBgn0046486,FBgn0046488",CG5378,
Phk-3,Dmel,FBgn0035089,FBgn0047170,CG9358,
Dop2R,Dmel,FBgn0053517,"FBgn0031083,FBgn0031084,FBgn0046542,FBgn0046543,FBgn0046600,FBgn0046601,FBgn0062410",CG33517,"CG9569,CG17004"
Dscam2,Dmel,FBgn0265296,"FBgn0263218,FBgn0250790,FBgn0259141,FBgn0052387,FBgn0035747,FBgn0035748,FBgn0035749,FBgn0063359,FBgn0052389,FBgn0035746",CG42256,"CG32389,CG32387,CG17742,CG8618,CG14828,CG8619"
CG4612,Dmel,FBgn0035016,,CG4612,
CG13377,Dmel,FBgn0261446,"FBgn0040369,FBgn0029517,FBgn0070000",CG13377,
CR32821,Dmel,FBgn0052821,,CR32821,CG32821
dib,Dmel,FBgn0000449,FBgn0035492,CG12028,
CG16989,Dmel,FBgn0025621,,CG16989,
CG7728,Dmel,FBgn0036686,,CG7728,
Dek,Dmel,FBgn0026533,"FBgn0010567,FBgn0021980,FBgn0025829,FBgn0046410,FBgn0046411,FBgn0046412",CG5935,CG593
CG4751,Dmel,FBgn0032348,,CG4751,
CG4022,Dmel,FBgn0035986,,CG4022,
CG3108,Dmel,FBgn0029807,,CG3108,
Rcd6,Dmel,FBgn0034530,,CG11175,
CG30414,Dmel,FBgn0050414,FBgn0034857,CG30414,CG3487
CG30424,Dmel,FBgn0050424,,CG30424,
CG15012,Dmel,FBgn0035528,,CG15012,
T3dh,Dmel,FBgn0017482,,CG3425,
Gad1,Dmel,FBgn0004516,"FBgn0001088,FBgn0001110,FBgn0016015",CG14994,
Cpr92F,Dmel,FBgn0038819,,CG5494,
wa-cup,Dmel,FBgn0037502,,CG10113,
Nipped-B,Dmel,FBgn0026401,"FBgn0010505,FBgn0020393,FBgn0058281",CG17704,CG40281
Vha55,Dmel,FBgn0005671,"FBgn0002345,FBgn0011789",CG17369,
CG1690,Dmel,FBgn0033442,,CG1690,
CG14661,Dmel,FBgn0037288,,CG14661,
CG1571,Dmel,FBgn0029993,,CG1571,
etaTry,Dmel,FBgn0011554,FBgn0014415,CG12386,
lambdaTry,Dmel,FBgn0043470,FBgn0033619,CG12350,
CG12516,Dmel,FBgn0039577,,CG12516,
CG1409,Dmel,FBgn0029964,FBgn0063289,CG1409,
CG34169,Dmel,FBgn0085198,,CG34169,
CG13708,Dmel,FBgn0035577,,CG13708,
CG8141,Dmel,FBgn0038125,FBgn0062508,CG8141,
sn,Dmel,FBgn0003447,FBgn0040925,CG32858,"CG1536,CG15331"
sws,Dmel,FBgn0003656,FBgn0004059,CG2212,
CG15332,Dmel,FBgn0029986,,CG15332,
CG32262,Dmel,FBgn0052262,FBgn0035463,CG32262,CG10854
CG17287,Dmel,FBgn0034202,,CG17287,
CG3862,Dmel,FBgn0031286,,CG3862,
CG13022,Dmel,FBgn0036679,,CG13022,
CG32263,Dmel,FBgn0052263,FBgn0035463,CG32263,CG10854
CG30458,Dmel,FBgn0050458,FBgn0034203,CG30458,CG17288
CG13137,Dmel,FBgn0032188,,CG13137,
CG32040,Dmel,FBgn0052040,,CG32040,
CG31357,Dmel,FBgn0051357,FBgn0039231,CG31357,CG13638
CG5250,Dmel,FBgn0038691,,CG5250,
CG11703,Dmel,FBgn0038690,FBgn0044581,CG11703,
CG4650,Dmel,FBgn0032549,,CG4650,
Pc,Dmel,FBgn0003042,"FBgn0015223,FBgn0052443",CG32443,CG7618
UGP,Dmel,FBgn0035978,,CG4347,
PCID2,Dmel,FBgn0036184,,CG7351,
RpII33,Dmel,FBgn0026373,FBgn0001964,CG7885,
Fbw5,Dmel,FBgn0031773,,CG9144,
wac,Dmel,FBgn0035120,,CG13879,
trbd,Dmel,FBgn0037734,,CG9448,
jing,Dmel,FBgn0086655,"FBgn0041145,FBgn0010347,FBgn0010475,FBgn0026656,FBgn0033077",CG9397,CG9403
RpS15Ab,Dmel,FBgn0033555,,CG12324,
CG31759,Dmel,FBgn0051759,"FBgn0047228,FBgn0063734",CG31759,
CG11663,Dmel,FBgn0029539,FBgn0061466,CG11663,
CG10384,Dmel,FBgn0034731,,CG10384,
CG4593,Dmel,FBgn0029929,,CG4593,
fz4,Dmel,FBgn0027342,"FBgn0029938,FBgn0046616,FBgn0046624",CG4626,
Nplp1,Dmel,FBgn0035092,,CG3441,
CG15861,Dmel,FBgn0035084,,CG15861,
CG5062,Dmel,FBgn0029747,FBgn0063733,CG5062,
CG30122,Dmel,FBgn0050122,"FBgn0034369,FBgn0034370",CG30122,"CG18610,CG5477"
Idgf3,Dmel,FBgn0020414,,CG4559,
Tina-1,Dmel,FBgn0035083,FBgn0040500,CG2803,
CG44836,Dmel,FBgn0266099,"FBgn0036628,FBgn0036626",CG44836,"CG13035,CG13036"
CG45050,Dmel,FBgn0266410,"FBgn0082608,FBgn0053936,FBgn0263749,FBgn0265275,FBgn0025212,FBgn0064858,FBgn0025272,FBgn0053188,FBgn0040535,FBgn0020321,FBgn0053937,FBgn0037681,FBgn0053187",CG45050,"CG43674,CG33937,CG33187,CG33188,CG33936,CG16750,CG16751,CG30492"
gsb,Dmel,FBgn0001148,,CG3388,
CG17003,Dmel,FBgn0031082,,CG17003,
CG30427,Dmel,FBgn0043792,"FBgn0035081,FBgn0040667,FBgn0050427",CG30427,"CG2858,CG18680"
CG11807,Dmel,FBgn0033996,,CG11807,
CG30016,Dmel,FBgn0050016,FBgn0043525,CG30016,
CG34033,Dmel,FBgn0054033,FBgn0082662,CG34033,
CG14915,Dmel,FBgn0032335,,CG14915,
mRpS23,Dmel,FBgn0260407,"FBgn0065862,FBgn0051842",CG31842,
CG34051,Dmel,FBgn0054051,FBgn0082663,CG34051,
Hel89B,Dmel,FBgn0022787,,CG4261,
CG3756,Dmel,FBgn0031657,,CG3756,
CG31917,Dmel,FBgn0031668,"FBgn0031669,FBgn0047098,FBgn0051917",CG31917,CG14038
CG32599,Dmel,FBgn0260482,"FBgn0030557,FBgn0052599",CG32599,CG12047
BoYb,Dmel,FBgn0037205,,CG11133,
CG4000,Dmel,FBgn0038820,,CG4000,
gem,Dmel,FBgn0050011,"FBgn0033488,FBgn0033489,FBgn0043524,FBgn0047234",CG30011,"CG11867,CG3459"
CG7320,Dmel,FBgn0036782,,CG7320,
CG1103,Dmel,FBgn0037235,FBgn0062211,CG1103,
ru,Dmel,FBgn0003295,"FBgn0035215,FBgn0041724",CG1214,
Jhe,Dmel,FBgn0010052,FBgn0034077,CG8425,
SA-2,Dmel,FBgn0043865,"FBgn0035220,FBgn0043933",CG13916,CG1
CG9173,Dmel,FBgn0035218,,CG9173,
CG33468,Dmel,FBgn0053468,,CG33468,
CG33469,Dmel,FBgn0053469,,CG33469,
CG12868,Dmel,FBgn0033945,,CG12868,
Su(var)2-HP2,Dmel,FBgn0026427,FBgn0033946,CG12864,
CG2256,Dmel,FBgn0029995,,CG2256,
CG42587,Dmel,FBgn0260955,,CG42587,
CG42590,Dmel,FBgn0260967,,CG42590,
CG42585,Dmel,FBgn0260953,,CG42585,
Rcd7,Dmel,FBgn0260461,FBgn0036884,CG14098,
CG6123,Dmel,FBgn0030913,,CG6123,
Vps26,Dmel,FBgn0014411,,CG14804,
Pgam5,Dmel,FBgn0023517,,CG14816,
betaCOP,Dmel,FBgn0008635,,CG6223,
CR41597,Dmel,FBgn0085810,,CR41597,
CG43407,Dmel,FBgn0263326,,CG43407,
mib2,Dmel,FBgn0086442,"FBgn0032742,FBgn0002024",CG17492,
CG15056,Dmel,FBgn0030918,,CG15056,
Ank2,Dmel,FBgn0261788,"FBgn0085445,FBgn0042181,FBgn0035810,FBgn0035809,FBgn0035808,FBgn0017645,FBgn0083993,FBgn0052375,FBgn0083957,FBgn0052377,FBgn0261687",CG42734,"CG34416,CG7462,CG34158,CG18768,CG32375,CG34121,CG32377,CG7493,CG18227,CG18025,CG32373"
CG17883,Dmel,FBgn0040005,FBgn0058289,CG17883,CG40289
Rtnl1,Dmel,FBgn0053113,"FBgn0031666,FBgn0031667",CG33113,"CG8895,CG18623"
CG42323,Dmel,FBgn0259223,"FBgn0030919,FBgn0052550",CG42323,"CG32550,CG15055"
snoRNA:Or-aca5,Dmel,FBgn0086672,"FBgn0065074,FBgn0082921,FBgn0053637",CR33637,
mst,Dmel,FBgn0020272,FBgn0001566,CG1424,
niki,Dmel,FBgn0045980,FBgn0039230,CG10951,
t,Dmel,FBgn0086367,"FBgn0003662,FBgn0030106",CG12120,
X11L,Dmel,FBgn0026313,"FBgn0030848,FBgn0030849",CG5675,CG5678
CG8191,Dmel,FBgn0030675,,CG8191,
CG5810,Dmel,FBgn0038866,,CG5810,
CG11593,Dmel,FBgn0035488,FBgn0027676,CG11593,
CG4752,Dmel,FBgn0034733,,CG4752,
fs(1)N,Dmel,FBgn0004650,"FBgn0000750,FBgn0000914,FBgn0024367",CG11411,
hop,Dmel,FBgn0004864,"FBgn0001211,FBgn0003895,FBgn0022799",CG1594,
Ance-3,Dmel,FBgn0032536,"FBgn0028937,FBgn0051766,FBgn0051843",CG17988,"CG31766,CG31843"
CG11362,Dmel,FBgn0034737,,CG11362,
CG6290,Dmel,FBgn0030921,FBgn0062506,CG6290,
2SrRNA-Psi:CR40677,Dmel,FBgn0085765,,CR40677,
CG5862,Dmel,FBgn0038868,,CG5862,
CG32548,Dmel,FBgn0052548,"FBgn0030920,FBgn0040881,FBgn0044538",CG32548,"CG6306,CG15051"
tef,Dmel,FBgn0086350,"FBgn0043472,FBgn0021831,FBgn0034185",CG8961,
snoRNA:Psi28S-1180,Dmel,FBgn0086658,"FBgn0083002,FBgn0065063,FBgn0053661",CR33661,
snoRNA:Psi28S-2566,Dmel,FBgn0086661,"FBgn0082985,FBgn0065072,FBgn0053686",CR33686,
Myo28B1,Dmel,FBgn0040299,FBgn0031928,CG6976,
snoRNA:Psi28S-3186,Dmel,FBgn0086662,"FBgn0065077,FBgn0082977,FBgn0053709",CR33709,
snoRNA:Psi18S-1275,Dmel,FBgn0086663,"FBgn0065050,FBgn0083056,FBgn0053625",CR33625,
snoRNA:Psi28S-2179,Dmel,FBgn0086666,"FBgn0065054,FBgn0082991,FBgn0053918",CR33918,
snoRNA:Psi28S-3342,Dmel,FBgn0086667,"FBgn0065061,FBgn0082964,FBgn0053787",CR33787,
snoRNA:Psi28S-3327c,Dmel,FBgn0086601,"FBgn0053753,FBgn0065062,FBgn0082965",CR33753,
snoRNA:Psi28S-3436b,Dmel,FBgn0086602,"FBgn0053799,FBgn0065052,FBgn0082955",CR33799,
snoRNA:Or-CD2,Dmel,FBgn0086603,"FBgn0053636,FBgn0065065,FBgn0082920",CR33636,
Vrp1,Dmel,FBgn0243516,"FBgn0034695,FBgn0086255",CG13503,
PGRP-LA,Dmel,FBgn0035975,"FBgn0035974,FBgn0042200,FBgn0052042",CG32042,"CG4384,CG4361,CG18614"
CG7718,Dmel,FBgn0038649,,CG7718,
Tsp2A,Dmel,FBgn0024361,,CG11415,
CG2921,Dmel,FBgn0034689,,CG2921,
CG1647,Dmel,FBgn0039602,,CG1647,
CG7789,Dmel,FBgn0039698,,CG7789,
Tl,Dmel,FBgn0262473,"FBgn0003717,FBgn0062707",CG5490,
rdgC,Dmel,FBgn0265959,"FBgn0004366,FBgn0036960",CG44746,"CG6571,CG13814"
neo,Dmel,FBgn0039704,,CG7802,
CG5116,Dmel,FBgn0039339,,CG5116,
Cont,Dmel,FBgn0037240,,CG1084,
tub,Dmel,FBgn0003882,FBgn0015226,CG10520,
CG14646,Dmel,FBgn0037241,FBgn0062060,CG14646,
CG9855,Dmel,FBgn0037242,,CG9855,
Fis1,Dmel,FBgn0039969,"FBgn0046054,FBgn0047128",CG17510,
dar1,Dmel,FBgn0263239,"FBgn0035454,FBgn0259102,FBgn0016005",CG12029,
hkb,Dmel,FBgn0261434,"FBgn0086720,FBgn0001204,FBgn0014111",CG9768,
kune,Dmel,FBgn0033032,,CG1298,
CG42592,Dmel,FBgn0260969,,CG42592,
CG9776,Dmel,FBgn0027866,,CG9776,
Ect3,Dmel,FBgn0260746,"FBgn0037977,FBgn0015349",CG3132,
CG42747,Dmel,FBgn0261801,"FBgn0035700,FBgn0035701",CG42747,"CG14911,CG14910"
CG5854,Dmel,FBgn0039130,FBgn0062107,CG5854,
CG17337,Dmel,FBgn0259979,"FBgn0033035,FBgn0014099",CG17337,
CG42336,Dmel,FBgn0259238,"FBgn0033612,FBgn0033613,FBgn0063338",CG42336,"CG13210,CG13211"
sro,Dmel,FBgn0262112,"FBgn0003506,FBgn0262014,FBgn0039695",CG12068,
CG12268,Dmel,FBgn0039131,,CG12268,
Apc,Dmel,FBgn0015589,FBgn0039604,CG1451,
CG11665,Dmel,FBgn0033028,,CG11665,
WASp,Dmel,FBgn0024273,FBgn0039603,CG1520,
CG7829,Dmel,FBgn0039703,,CG7829,
Cip4,Dmel,FBgn0035533,FBgn0040698,CG15015,CG11341
Gdh,Dmel,FBgn0001098,,CG5320,
CG1523,Dmel,FBgn0039601,,CG1523,
Spn27A,Dmel,FBgn0028990,FBgn0031846,CG11331,
Gabat,Dmel,FBgn0036927,,CG7433,
PGRP-SD,Dmel,FBgn0035806,,CG7496,
Atg2,Dmel,FBgn0044452,FBgn0035373,CG1241,
CG43114,Dmel,FBgn0262574,,CG43114,
CG43675,Dmel,FBgn0263750,"FBgn0053936,FBgn0037681,FBgn0053188",CG43675,"CG16750,CG16751,CG33936,CG33188,CG3393,CG33187,CG33937"
CG7518,Dmel,FBgn0038108,,CG7518,
CG15014,Dmel,FBgn0035532,,CG15014,
Cpr65Aw,Dmel,FBgn0052404,FBgn0035684,CG32404,CG10461
dyl,Dmel,FBgn0066365,FBgn0035530,CG15013,
wdn,Dmel,FBgn0005642,"FBgn0003509,FBgn0004006,FBgn0004365",CG1454,
